4,28
8,17
15,13
33,5
13,2
7,25
4,20
11,13
18,4
31,9
8,3
12,21
4,12
5,9
7,21
23,6
21,19
29,4
36,13
17,6
8,4
4,13
30,2
1,15
5,13
14,11
14,43
27,33
11,14
0,8
34,33
5,7
15,5
12,18
11,12
10,3
14,3
6,5
8,11
16,56
0,40
4,3
13,3
9,28
5,18
23,74
0,29
14,11
16,8
6,19
14,10
13,2
60,5
15,38
17,5
43,6
19,45
16,36
16,31
4,8
15,6
1,15
32,13
14,15
10,15
18,5
1,23
4,15
10,3
22,27
31,22
13,9
21,19
17,5
25,13
53,3
3,15
2,14
6,19
58,12
25,7
8,3
0,6
40,11
10,5
6,11
30,4
17,34
38,51
22,6
9,13
1,10
2,8
9,22
27,17
3,20
16,54
14,6
18,30
2,5
2,30
10,21
75,26
10,7
0,27
11,6
19,37
15,14
9,6
9,17
5,30
22,5
49,6
7,23
14,7
13,4
3,15
9,30
8,21
10,73
3,3
1,12
15,17
20,3
1,7
45,6
6,2
23,6
4,31
54,37
2,23
18,10
5,41
6,9
3,4
9,2
25,25
31,19
1,52
0,20
11,3
15,7
3,28
14,36
29,85
5,16
0,12
3,27
1,15
2,4
4,13
39,28
12,2
12,7
7,6
10,6
3,16
26,3
4,24
2,33
11,4
33,17
6,6
8,21
3,2
9,17
1,12
0,9
11,16
1,19
20,3
18,5
3,3
1,14
5,8
4,19
24,53
7,3
18,5
25,8
34,13
10,5
4,17
1,20
6,6
1,3
0,5
9,69
29,4
1,32
5,15
3,24
15,2
5,6
11,9
2,6
30,7
13,3
21,16
0,4
11,14
32,16
13,7
7,15
22,27
1,14
35,14
5,16
1,5
3,20
24,3
7,5
13,6
62,15
11,39
59,22
16,2
9,11
5,18
5,11
29,4
32,47
3,44
0,27
1,7
12,5
6,8
6,22
4,42
12,10
5,32
21,11
19,25
36,3
3,19
42,14
4,11
18,15
7,4
4,16
3,27
3,12
9,13
10,25
7,9
13,16
7,65
19,22
16,27
2,40
34,15
2,14
14,11
22,13
14,8
6,23
2,26
25,26
3,4
14,10
25,3
18,3
13,14
2,33
23,35
5,2
5,43
11,10
15,28
2,5
31,58
3,6
10,19
6,5
6,22
15,13
8,6
18,15
2,42
1,4
8,19
24,2
13,20
27,25
15,6
9,13
19,88
8,14
6,4
6,30
5,63
37,17
11,18
63,10
19,22
14,4
19,12
8,2
22,20
31,3
10,9
2,6
17,19
1,7
10,21
3,4
7,33
25,3
3,12
18,2
1,15
49,9
9,19
2,6
81,12
1,2
22,12
15,8
3,4
25,10
76,32
23,11
5,36
38,18
1,18
27,3
3,3
4,4
13,6
5,6
45,6
7,5
10,10
2,33
80,28
6,16
1,4
16,24
8,6
10,24
17,3
41,43
4,10
2,10
28,5
3,10
7,30
2,9
2,15
2,25
4,3
0,5
14,18
42,10
32,5
14,9
10,22
66,2
3,37
13,29
4,26
22,6
26,5
14,10
38,17
7,6
31,23
7,32
10,6
2,5
37,21
5,3
9,4
14,5
17,54
12,4
3,10
13,4
11,15
11,3
1,4
10,12
17,10
32,14
53,3
12,17
1,33
20,6
4,11
21,37
10,12
32,26
13,26
7,11
22,44
0,12
90,16
18,29
8,12
1,7
6,4
5,31
14,5
23,4
18,3
0,6
22,21
12,25
19,18
4,13
1,2
12,33
3,5
1,4
50,6
10,7
8,8
11,27
13,8
36,5
4,9
25,48
11,21
2,4
26,3
13,17
1,6
26,13
17,15
7,6
2,40
14,21
15,27
6,25
15,9
5,3
3,7
22,20
21,8
9,8
9,15
2,13
3,15
1,5
11,5
2,6
3,13
1,25
7,37
1,3
3,12
10,58
7,20
7,16
15,44
3,11
5,7
10,3
5,15
7,3
6,11
24,4
4,3
37,3
10,66
7,35
13,2
3,8
3,3
5,49
12,11
6,27
6,18
19,22
25,12
19,23
25,10
16,3
13,14
13,5
8,9
35,30
3,13
3,17
22,6
5,54
9,52
1,21
6,34
16,10
23,5
4,22
12,3
4,2
8,4
8,21
21,14
29,24
10,16
10,11
