22,6,26
31,19,41
8,15,20
1,26,2
1,13,15
0,6,23
2,49,14
5,14,7
10,5,4
0,16,24
24,15,17
1,5,11
20,5,14
4,24,1
8,4,20
19,13,6
11,37,74
51,7,14
2,12,2
15,24,4
2,4,16
22,21,13
20,10,6
2,20,7
11,12,4
18,48,66
15,85,30
6,28,3
16,18,4
34,16,53
2,14,2
4,4,1
26,18,10
9,34,16
6,15,28
1,7,1
12,29,11
6,9,23
1,12,7
21,3,15
6,3,4
3,9,30
5,65,7
8,7,25
2,6,6
9,13,19
4,2,15
10,6,8
33,8,1
6,8,17
11,7,1
39,8,12
18,34,7
5,8,49
10,26,9
4,6,3
0,4,37
10,22,17
14,40,9
18,72,0
10,8,1
4,3,17
15,24,2
23,18,6
11,41,28
3,2,8
23,18,36
9,9,16
9,10,4
10,8,1
12,4,15
6,7,2
26,7,30
6,3,26
18,9,4
27,5,4
16,14,38
39,3,47
10,21,7
9,13,53
18,9,2
30,12,0
10,28,23
36,15,22
13,11,8
8,10,4
14,13,4
14,5,9
19,9,26
14,12,10
17,13,5
1,8,7
29,9,3
8,5,26
13,7,7
4,14,14
2,20,11
34,5,14
9,2,30
8,17,5
27,27,11
19,19,3
8,12,25
6,5,8
20,2,39
34,41,1
33,4,9
8,5,2
8,34,14
2,72,12
6,15,18
34,2,18
0,10,7
2,5,8
1,38,31
2,8,12
3,9,0
4,21,40
49,60,1
58,4,31
27,9,14
10,4,23
28,6,2
9,9,9
31,15,14
38,11,22
37,4,6
2,115,14
2,9,7
4,13,2
10,26,8
42,37,26
10,8,22
20,13,3
3,18,5
12,27,14
30,7,1
9,14,14
5,4,19
5,33,7
14,11,43
5,24,11
1,2,17
1,13,7
1,3,28
49,46,6
1,10,18
15,7,4
3,29,2
0,43,13
31,10,0
29,56,3
43,3,1
24,50,12
2,70,0
63,13,3
2,12,35
18,5,22
6,4,3
11,22,19
5,22,8
6,12,5
2,13,1
3,25,23
10,6,20
6,33,2
3,15,7
1,2,101
3,5,1
7,11,0
12,7,7
8,12,25
9,10,3
2,67,16
9,19,19
4,3,30
25,4,2
20,7,2
36,13,53
28,18,8
2,3,21
9,31,5
11,28,5
60,17,4
22,19,59
99,12,1
7,20,14
9,19,5
19,21,11
2,16,2
36,64,0
10,24,26
14,4,6
0,18,16
4,27,0
6,3,11
41,4,14
12,17,16
10,22,15
14,19,31
33,8,8
8,29,4
5,58,5
21,21,12
1,8,3
4,5,5
2,6,3
15,7,25
2,43,16
3,24,3
0,6,4
19,3,23
18,51,18
10,30,10
50,5,23
10,9,2
20,17,11
18,21,34
45,6,21
7,31,3
1,42,29
76,9,2
46,6,23
20,6,7
5,8,42
9,11,40
3,75,0
57,4,7
25,5,0
9,21,8
5,33,7
13,3,12
39,20,3
26,35,1
20,8,3
15,36,5
6,48,24
19,33,3
3,26,18
5,3,7
20,13,5
7,4,6
2,12,2
18,22,5
4,3,21
34,17,2
12,20,17
5,10,36
43,13,4
28,4,17
17,4,41
19,14,14
2,7,6
20,40,9
12,29,2
1,11,15
28,7,4
2,6,19
1,10,7
2,12,6
2,12,22
10,12,69
16,50,12
15,6,5
2,11,1
8,19,7
0,31,3
7,27,8
4,6,13
23,8,28
15,5,15
7,35,60
16,9,5
17,41,7
3,2,15
8,24,18
12,22,2
45,25,16
32,12,3
16,42,16
2,18,5
9,6,34
2,10,4
3,17,25
19,48,16
42,25,6
20,18,6
3,5,7
4,26,2
4,16,5
2,5,3
14,22,2
55,12,2
20,16,6
1,19,21
1,11,81
41,9,26
5,9,0
1,18,31
8,12,16
2,5,10
6,14,16
18,14,86
0,13,4
34,27,51
29,63,8
22,34,12
2,35,21
42,25,17
16,10,35
31,13,5
11,16,7
11,24,3
16,10,0
21,15,0
14,22,3
6,9,18
18,21,11
3,116,1
9,10,15
8,2,1
29,17,30
7,17,32
16,7,30
1,3,19
5,22,20
4,38,4
0,13,21
3,34,21
9,21,32
9,6,0
19,13,20
2,6,11
0,17,22
12,9,29
1,31,2
6,35,18
19,26,7
8,3,9
9,11,9
23,16,7
27,37,6
14,10,18
5,12,23
6,7,19
15,6,1
18,4,21
37,22,6
