2,4,4
3,6,8
2,6,4
8,8,0
3,5,6
5,12,2
2,2,6
6,3,0
1,2,5
0,3,7
2,4,16
0,12,1
0,3,1
4,2,0
0,3,1
3,10,9
2,10,0
1,6,8
4,9,0
3,2,1
6,9,0
5,5,1
15,2,4
2,2,4
7,3,3
1,9,1
7,11,21
2,6,10
3,12,5
20,5,2
7,5,0
10,2,3
2,5,6
2,4,1
6,4,10
2,5,8
2,4,7
7,4,1
4,4,9
2,8,4
3,9,2
1,4,0
7,3,0
10,11,4
17,5,12
17,12,0
0,3,4
0,5,8
1,2,3
9,24,6
5,3,3
19,8,3
1,3,1
1,8,2
4,7,4
2,17,1
0,2,10
0,8,4
2,3,5
4,4,9
1,14,7
2,2,11
2,7,4
9,12,1
9,13,1
3,8,7
0,2,6
5,3,2
5,9,4
2,2,7
1,5,13
11,2,3
12,2,9
7,14,12
1,5,4
6,4,3
1,4,1
2,6,5
9,4,6
3,16,1
1,3,1
3,5,5
18,4,1
5,13,2
5,3,4
11,6,2
2,4,0
7,2,3
1,10,1
9,13,4
2,12,2
5,8,4
2,5,1
24,5,1
8,15,1
2,2,1
3,3,1
1,15,3
4,5,2
20,5,1
4,7,2
0,18,2
2,5,1
3,11,2
1,3,6
10,3,13
0,7,2
1,8,1
15,12,1
1,12,2
11,9,1
2,8,7
2,2,2
0,5,2
3,9,1
2,13,4
11,4,8
8,2,3
5,4,3
7,8,3
3,6,0
1,3,11
2,7,5
6,10,4
9,3,9
7,6,3
7,12,6
2,9,5
1,3,3
1,5,3
0,6,1
16,4,12
1,10,3
11,4,3
1,3,8
6,5,2
4,12,2
6,2,2
6,9,3
6,3,2
10,16,1
3,3,6
19,26,11
2,2,6
6,8,3
12,4,8
3,5,17
5,4,3
2,2,1
7,4,7
5,6,0
0,8,11
2,3,2
0,2,4
0,10,3
2,16,4
1,5,1
3,4,1
4,5,4
1,9,4
1,13,2
4,15,7
2,8,7
3,3,7
23,2,1
2,5,6
2,8,3
3,3,4
6,4,5
1,4,5
0,5,1
8,4,0
5,9,1
1,6,3
2,2,5
9,8,2
2,6,0
3,3,4
10,5,7
0,11,0
16,6,1
2,18,12
0,11,2
13,8,16
3,5,4
1,7,2
5,4,8
2,2,0
7,18,3
4,3,9
1,11,4
0,2,3
3,5,0
3,8,7
2,3,10
6,14,1
0,20,1
5,2,3
5,5,3
3,13,6
0,4,3
4,11,12
4,2,6
1,9,1
3,3,3
1,6,3
5,5,8
5,3,2
6,6,1
2,6,1
11,7,1
7,4,2
0,5,0
7,3,6
6,5,2
6,4,0
2,8,2
0,7,6
0,4,8
3,2,5
3,5,8
1,11,2
2,3,0
1,11,9
1,2,5
4,2,3
9,16,4
6,2,4
4,3,4
5,5,9
2,3,1
2,2,5
13,3,1
6,4,10
1,3,2
2,4,0
2,15,5
11,4,4
2,3,10
1,4,4
1,4,1
3,6,1
8,4,3
5,2,1
3,10,19
1,5,6
1,4,5
8,4,2
8,3,9
1,4,10
7,12,5
9,6,0
2,4,3
4,11,3
1,3,5
0,2,6
0,4,0
5,2,2
6,8,2
0,8,3
13,3,21
0,16,2
2,13,0
1,5,10
8,8,1
2,5,5
2,9,2
2,4,2
1,5,3
8,3,15
10,5,5
6,3,2
10,2,1
3,16,3
17,10,2
6,3,3
3,4,2
29,4,0
4,3,1
4,9,5
0,7,1
5,6,4
18,6,6
7,2,1
6,6,0
5,3,2
2,6,2
2,4,2
12,5,2
8,5,6
2,6,0
14,6,1
7,15,2
16,10,9
5,8,1
2,3,1
3,3,2
0,3,8
8,22,8
7,13,1
5,4,5
9,5,3
9,2,9
3,8,4
3,5,5
1,2,3
4,22,5
8,3,8
2,17,0
3,5,0
5,6,0
2,2,6
9,4,4
3,8,6
2,14,7
0,6,1
1,3,5
1,5,1
2,4,6
6,3,1
6,3,2
4,4,7
3,9,0
1,2,3
1,3,6
1,3,0
0,3,0
18,5,11
0,4,10
4,4,3
4,3,1
6,5,2
3,5,8
1,5,7
0,3,7
2,14,1
11,4,4
2,4,4
11,4,6
0,7,7
3,2,6
1,4,3
14,4,5
3,4,0
8,4,1
6,4,2
0,5,1
7,4,1
7,4,3
1,5,1
10,4,14
3,2,1
11,15,1
1,4,1
0,3,2
4,14,3
1,2,3
12,3,4
7,7,0
9,3,1
4,5,4
1,3,2
2,3,8
0,20,12
0,2,2
1,12,5
7,15,8
8,4,2
1,4,8
2,7,1
3,9,0
2,12,1
10,8,5
4,2,4
9,6,4
1,3,3
11,2,1
1,4,7
1,3,9
5,7,2
5,8,7
2,5,1
2,3,3
1,3,16
6,15,0
5,15,2
11,6,11
0,7,4
4,4,8
3,10,13
10,6,2
1,4,5
4,9,10
1,3,2
1,4,11
7,4,3
5,4,3
0,3,5
3,19,2
3,8,2
10,38,13
5,7,0
2,9,1
3,7,3
1,2,0
3,2,9
8,7,1
4,5,6
8,3,14
3,8,4
0,3,3
8,17,5
1,7,1
7,14,2
1,4,0
5,4,2
14,4,28
11,3,1
6,4,0
4,4,5
1,15,7
3,5,4
31,21,0
5,3,2
7,3,4
1,8,4
1,3,0
2,3,4
5,3,3
3,17,5
1,4,6
1,4,3
1,5,4
5,15,3
5,6,4
8,14,2
1,2,1
1,10,1
5,7,4
9,3,1
6,3,1
1,2,11
3,5,5
1,6,0
2,7,5
6,4,1
0,3,7
9,4,2
0,3,2
0,10,6
13,5,0
1,8,2
9,13,2
5,4,3
2,3,1
4,6,17
5,3,0
2,2,6
7,26,7
2,17,3
0,10,1
8,5,0
0,4,2
1,2,1
10,6,1
1,16,2
19,8,5
5,3,1
4,3,3
1,3,0
1,4,2
10,8,8
0,7,1
8,7,2
6,8,9
2,12,1
5,6,13
2,3,3
3,6,4
3,4,0
1,3,9
1,3,0
0,7,3
14,11,0
3,9,4
3,3,8
6,3,0
5,13,4
3,7,3
4,4,4
2,3,10
4,10,7
2,3,3
10,7,4
3,3,1
1,14,4
1,3,2
3,2,2
1,21,3
12,10,4
