8,2,5
10,14,8
4,1,3
6,2,7
2,0,6
2,1,1
13,1,0
1,1,21
1,14,1
2,1,0
8,1,0
20,5,2
2,0,10
4,8,14
4,0,3
1,0,3
3,6,2
7,8,0
20,2,9
1,2,7
3,2,2
6,1,5
10,1,6
2,2,4
17,1,3
7,6,3
4,2,3
20,5,6
3,3,5
2,1,1
7,4,3
4,9,1
3,7,1
4,2,1
2,0,9
4,3,12
8,2,6
3,9,3
5,3,9
0,16,1
1,6,2
7,3,9
1,5,1
1,2,17
5,5,1
5,1,0
7,5,3
1,2,1
1,6,3
9,15,6
1,6,3
0,6,0
6,1,3
0,5,1
7,7,5
3,8,2
12,2,1
1,2,5
4,5,3
1,3,3
4,6,6
0,3,1
7,3,2
0,2,0
2,6,1
5,1,6
21,6,6
4,1,0
1,2,1
4,3,7
1,7,13
1,0,2
5,2,2
5,12,8
3,2,1
2,2,1
5,7,2
1,0,1
0,14,2
3,1,1
0,0,0
15,1,1
0,6,1
2,9,2
1,4,4
1,2,2
1,12,2
0,0,21
3,4,7
1,3,0
2,5,4
0,4,3
7,6,4
2,3,1
0,5,3
2,3,11
5,12,2
3,1,1
1,0,6
0,4,5
1,0,1
1,10,4
2,0,4
4,11,3
1,1,1
6,6,1
17,2,11
4,6,9
2,2,2
3,16,6
4,2,3
12,1,5
3,3,7
8,2,2
2,2,11
2,6,5
1,1,4
1,14,2
12,2,3
3,1,3
0,6,5
1,2,1
0,15,2
4,2,3
0,2,1
6,2,3
4,13,1
3,4,7
6,2,0
3,3,0
4,2,6
0,1,0
7,5,11
1,1,4
3,4,2
2,5,5
2,4,3
5,2,3
0,0,1
9,10,1
1,4,9
4,4,5
2,9,2
4,1,2
1,6,0
4,2,2
3,4,1
12,4,3
10,2,9
10,2,1
8,1,13
0,5,8
1,7,9
1,9,5
6,18,1
11,1,7
0,16,11
12,0,11
1,2,2
1,1,12
9,7,7
3,0,8
6,3,4
1,7,10
1,10,8
4,9,3
0,2,1
16,7,2
25,0,0
9,5,8
5,6,1
13,2,6
4,3,3
5,2,1
1,2,4
2,4,1
10,5,0
0,5,4
5,4,11
16,8,0
1,2,8
2,4,1
5,11,4
12,3,7
5,5,2
15,1,3
4,4,1
7,7,4
1,3,11
7,0,5
1,2,4
7,15,19
2,1,2
2,6,16
4,1,10
5,1,19
1,1,13
2,2,1
10,8,3
0,2,15
2,3,4
3,2,1
7,2,5
1,5,4
1,0,10
1,3,15
9,8,2
2,2,6
0,5,2
3,3,5
4,1,7
6,4,1
8,3,1
7,4,9
2,0,2
7,4,0
1,2,5
2,0,3
1,1,1
0,8,11
16,1,4
3,3,1
14,5,2
8,1,4
4,3,5
6,4,3
0,0,6
4,13,4
2,11,5
4,2,0
1,2,5
13,3,5
3,0,4
4,1,2
7,2,8
2,2,1
4,0,3
0,15,22
4,11,2
7,2,1
6,4,5
18,5,5
7,7,1
3,2,1
3,8,4
1,1,7
0,4,1
7,2,5
2,0,2
2,13,16
9,2,5
1,1,1
1,7,7
3,0,7
2,9,2
4,17,7
5,0,19
14,7,4
0,5,2
1,7,5
8,0,8
1,3,0
4,5,19
1,1,4
1,0,8
1,1,13
11,1,0
1,2,4
7,7,2
1,0,14
1,4,1
1,5,2
2,6,5
19,12,0
16,3,1
4,7,1
12,0,5
3,3,5
2,3,1
0,0,8
0,2,2
8,1,13
2,22,0
1,0,4
5,0,2
4,2,6
0,1,0
1,4,4
9,1,2
2,10,3
4,2,2
0,4,1
3,5,2
22,2,1
0,2,7
2,12,3
8,2,3
6,2,2
2,1,2
1,1,0
1,3,9
4,5,0
9,11,1
2,8,5
3,3,0
0,1,4
4,2,5
4,3,9
11,3,10
1,8,3
4,0,6
15,2,2
2,3,8
1,2,3
4,5,6
2,4,1
2,3,1
9,1,4
0,1,8
0,1,2
9,5,15
1,7,4
0,2,6
0,3,0
0,2,1
8,3,2
6,1,14
2,8,3
8,0,5
1,0,0
0,6,1
3,2,4
2,1,7
1,2,8
0,16,10
3,4,13
3,13,0
0,5,0
7,0,6
0,1,12
4,1,2
2,2,1
1,2,2
0,4,0
9,3,3
1,6,2
1,1,0
3,7,3
1,15,0
5,8,1
1,2,22
4,2,10
0,1,0
1,0,6
8,2,1
4,8,12
2,2,6
3,1,0
2,2,2
13,1,7
0,1,19
4,14,0
4,5,0
0,1,3
2,2,4
12,0,1
2,1,3
2,1,3
10,2,8
4,1,5
4,4,1
2,4,4
4,14,3
1,4,6
2,0,2
1,3,2
5,1,3
1,12,0
3,2,1
3,2,3
1,1,13
1,2,9
5,2,0
7,2,2
4,1,1
17,1,7
2,1,0
8,2,12
1,0,5
8,6,5
2,10,0
1,5,9
5,2,0
1,0,1
1,2,1
0,4,3
7,1,2
3,3,6
1,10,1
1,2,2
5,2,0
0,4,1
2,9,18
10,7,0
1,5,2
1,0,7
1,8,4
2,11,12
11,2,4
2,2,6
5,8,3
1,6,17
5,0,5
6,6,9
3,2,1
1,4,1
3,4,14
8,4,18
7,5,2
0,3,1
3,2,4
16,0,3
3,2,6
8,5,0
1,1,0
6,3,2
1,14,2
1,0,3
2,10,1
6,0,0
4,5,6
3,1,1
9,14,2
7,14,6
2,1,9
5,1,2
3,4,0
0,10,1
2,27,6
6,3,10
4,6,5
2,5,15
11,2,2
10,7,7
1,6,2
4,0,7
1,1,9
1,1,2
2,4,1
2,0,1
2,1,0
7,0,4
3,11,1
4,6,2
0,13,2
13,7,7
2,0,1
0,1,12
1,9,0
12,7,2
1,8,2
7,6,3
1,1,10
3,1,3
4,0,6
6,4,1
1,1,4
5,0,5
2,5,1
4,4,6
23,10,6
3,6,2
5,1,1
7,9,4
14,0,6
4,6,6
3,1,7
5,5,4
3,0,4
16,3,14
2,9,7
16,0,4
2,6,1
8,0,3
4,21,21
1,2,0
1,4,4
1,12,2
3,2,3
1,2,2
4,0,6
1,1,2
2,4,1
3,1,5
2,3,5
4,5,0
4,2,0
2,2,2
0,3,0
3,7,1
